28/01/2022 16:27:13,1,1000,100,0.89243528371002556199,5.9471432525055905509e-05,0.90693034096958335954,0.050000000000000002776
28/01/2022 16:27:15,2,1000,100,0.90479276251937812425,5.3673610378617548733e-05,0.91929363640575911809,0.050000000000000002776
28/01/2022 16:27:17,3,1000,100,0.91912973477744341899,4.7934270107234074983e-07,0.91955415984320054701,0.050000000000000002776
28/01/2022 16:27:19,4,1000,100,0.91941371559218776355,2.5124673535638790621e-08,0.91964096571076481279,0.050000000000000002776
28/01/2022 16:27:21,5,1000,100,0.91963688158629275371,2.2809468518850940505e-09,0.91977162155242897512,0.050000000000000002776
28/01/2022 16:27:22,6,1000,100,0.91971132078135897636,1.6328950679616988576e-08,0.92081365704541640049,0.050000000000000002776
28/01/2022 16:27:24,7,1000,100,0.92023143523614658879,2.7379206792595725284e-07,0.92103111499730871969,0.050000000000000002776
28/01/2022 16:27:26,8,1000,100,0.92101473306385917006,5.0535556535480422718e-09,0.92111859478486490804,0.050000000000000002776
28/01/2022 16:27:28,9,1000,100,0.92108112610883408067,1.0575977049735727378e-08,0.92120637889685674793,0.050000000000000002776
28/01/2022 16:27:30,10,1000,100,0.92119627118764957352,1.113575268500376326e-08,0.92163954126165803515,0.050000000000000002776
28/01/2022 16:27:32,11,1000,100,0.92141588253409467679,5.9602464244177862654e-08,0.9217271388518238906,0.050000000000000002776
28/01/2022 16:27:34,12,1000,100,0.92171618585218850761,6.4955947892047807571e-09,0.9217271388518238906,0.050000000000000002776
